restaurant_id,date,hour,day_of_week,is_weekend,weather_type,rain_mm,temperature_c,promo_type,event_type,expected_covers,actual_covers,prediction_error
R001,2025-01-06,8,0,0,Storm,5.27,20.9,HappyHour,LocalEvent,4,4,0
R001,2025-01-06,9,0,0,Storm,5.27,20.9,HappyHour,LocalEvent,11,13,2
R001,2025-01-06,10,0,0,Storm,5.27,20.9,HappyHour,LocalEvent,21,23,2
R001,2025-01-06,11,0,0,Storm,5.27,20.9,HappyHour,LocalEvent,34,43,9
R001,2025-01-06,12,0,0,Storm,5.27,20.9,HappyHour,LocalEvent,46,50,4
R001,2025-01-06,13,0,0,Storm,5.27,20.9,HappyHour,LocalEvent,51,41,-10
R001,2025-01-06,14,0,0,Storm,5.27,20.9,HappyHour,LocalEvent,46,47,1
R001,2025-01-06,15,0,0,Storm,5.27,20.9,HappyHour,LocalEvent,35,44,9
R001,2025-01-06,16,0,0,Storm,5.27,20.9,HappyHour,LocalEvent,23,22,-1
R001,2025-01-06,17,0,0,Storm,5.27,20.9,HappyHour,LocalEvent,17,20,3
R001,2025-01-06,18,0,0,Storm,5.27,20.9,HappyHour,LocalEvent,22,23,1
R001,2025-01-06,19,0,0,Storm,5.27,20.9,HappyHour,LocalEvent,35,34,-1
R001,2025-01-06,20,0,0,Storm,5.27,20.9,HappyHour,LocalEvent,41,43,2
R001,2025-01-06,21,0,0,Storm,5.27,20.9,HappyHour,LocalEvent,33,27,-6
R001,2025-01-06,22,0,0,Storm,5.27,20.9,HappyHour,LocalEvent,18,11,-7
R001,2025-01-07,8,1,0,Storm,10.32,33.8,HappyHour,Festival,5,5,0
R001,2025-01-07,9,1,0,Storm,10.32,33.8,HappyHour,Festival,11,13,2
R001,2025-01-07,10,1,0,Storm,10.32,33.8,HappyHour,Festival,23,23,0
R001,2025-01-07,11,1,0,Storm,10.32,33.8,HappyHour,Festival,37,39,2
R001,2025-01-07,12,1,0,Storm,10.32,33.8,HappyHour,Festival,50,40,-10
R001,2025-01-07,13,1,0,Storm,10.32,33.8,HappyHour,Festival,55,63,8
R001,2025-01-07,14,1,0,Storm,10.32,33.8,HappyHour,Festival,50,48,-2
R001,2025-01-07,15,1,0,Storm,10.32,33.8,HappyHour,Festival,37,39,2
R001,2025-01-07,16,1,0,Storm,10.32,33.8,HappyHour,Festival,24,25,1
R001,2025-01-07,17,1,0,Storm,10.32,33.8,HappyHour,Festival,18,20,2
R001,2025-01-07,18,1,0,Storm,10.32,33.8,HappyHour,Festival,24,25,1
R001,2025-01-07,19,1,0,Storm,10.32,33.8,HappyHour,Festival,37,45,8
R001,2025-01-07,20,1,0,Storm,10.32,33.8,HappyHour,Festival,44,37,-7
R001,2025-01-07,21,1,0,Storm,10.32,33.8,HappyHour,Festival,36,36,0
R001,2025-01-07,22,1,0,Storm,10.32,33.8,HappyHour,Festival,19,22,3
R001,2025-01-08,8,2,0,Cloudy,1.01,29.8,HappyHour,None,6,2,-4
R001,2025-01-08,9,2,0,Cloudy,1.01,29.8,HappyHour,None,15,15,0
R001,2025-01-08,10,2,0,Cloudy,1.01,29.8,HappyHour,None,30,34,4
R001,2025-01-08,11,2,0,Cloudy,1.01,29.8,HappyHour,None,49,43,-6
R001,2025-01-08,12,2,0,Cloudy,1.01,29.8,HappyHour,None,66,67,1
R001,2025-01-08,13,2,0,Cloudy,1.01,29.8,HappyHour,None,73,78,5
R001,2025-01-08,14,2,0,Cloudy,1.01,29.8,HappyHour,None,66,55,-11
R001,2025-01-08,15,2,0,Cloudy,1.01,29.8,HappyHour,None,50,38,-12
R001,2025-01-08,16,2,0,Cloudy,1.01,29.8,HappyHour,None,32,33,1
R001,2025-01-08,17,2,0,Cloudy,1.01,29.8,HappyHour,None,24,18,-6
R001,2025-01-08,18,2,0,Cloudy,1.01,29.8,HappyHour,None,32,29,-3
R001,2025-01-08,19,2,0,Cloudy,1.01,29.8,HappyHour,None,50,58,8
R001,2025-01-08,20,2,0,Cloudy,1.01,29.8,HappyHour,None,59,52,-7
R001,2025-01-08,21,2,0,Cloudy,1.01,29.8,HappyHour,None,48,49,1
R001,2025-01-08,22,2,0,Cloudy,1.01,29.8,HappyHour,None,26,26,0
R001,2025-01-09,8,3,0,Clear,3.01,28.8,HappyHour,LocalEvent,7,7,0
R001,2025-01-09,9,3,0,Clear,3.01,28.8,HappyHour,LocalEvent,16,17,1
R001,2025-01-09,10,3,0,Clear,3.01,28.8,HappyHour,LocalEvent,32,30,-2
R001,2025-01-09,11,3,0,Clear,3.01,28.8,HappyHour,LocalEvent,53,59,6
R001,2025-01-09,12,3,0,Clear,3.01,28.8,HappyHour,LocalEvent,71,57,-14
R001,2025-01-09,13,3,0,Clear,3.01,28.8,HappyHour,LocalEvent,78,68,-10
R001,2025-01-09,14,3,0,Clear,3.01,28.8,HappyHour,LocalEvent,71,43,-28
R001,2025-01-09,15,3,0,Clear,3.01,28.8,HappyHour,LocalEvent,53,63,10
R001,2025-01-09,16,3,0,Clear,3.01,28.8,HappyHour,LocalEvent,35,38,3
R001,2025-01-09,17,3,0,Clear,3.01,28.8,HappyHour,LocalEvent,26,26,0
R001,2025-01-09,18,3,0,Clear,3.01,28.8,HappyHour,LocalEvent,34,41,7
R001,2025-01-09,19,3,0,Clear,3.01,28.8,HappyHour,LocalEvent,53,39,-14
R001,2025-01-09,20,3,0,Clear,3.01,28.8,HappyHour,LocalEvent,63,56,-7
R001,2025-01-09,21,3,0,Clear,3.01,28.8,HappyHour,LocalEvent,51,52,1
R001,2025-01-09,22,3,0,Clear,3.01,28.8,HappyHour,LocalEvent,27,30,3
R001,2025-01-10,8,4,0,Rain,0.84,29.4,WeekendDeal,SportsMatch,6,3,-3
R001,2025-01-10,9,4,0,Rain,0.84,29.4,WeekendDeal,SportsMatch,13,15,2
R001,2025-01-10,10,4,0,Rain,0.84,29.4,WeekendDeal,SportsMatch,27,31,4
R001,2025-01-10,11,4,0,Rain,0.84,29.4,WeekendDeal,SportsMatch,44,43,-1
R001,2025-01-10,12,4,0,Rain,0.84,29.4,WeekendDeal,SportsMatch,58,61,3
R001,2025-01-10,13,4,0,Rain,0.84,29.4,WeekendDeal,SportsMatch,64,67,3
R001,2025-01-10,14,4,0,Rain,0.84,29.4,WeekendDeal,SportsMatch,58,55,-3
R001,2025-01-10,15,4,0,Rain,0.84,29.4,WeekendDeal,SportsMatch,44,53,9
R001,2025-01-10,16,4,0,Rain,0.84,29.4,WeekendDeal,SportsMatch,29,29,0
R001,2025-01-10,17,4,0,Rain,0.84,29.4,WeekendDeal,SportsMatch,22,13,-9
R001,2025-01-10,18,4,0,Rain,0.84,29.4,WeekendDeal,SportsMatch,28,29,1
R001,2025-01-10,19,4,0,Rain,0.84,29.4,WeekendDeal,SportsMatch,44,56,12
R001,2025-01-10,20,4,0,Rain,0.84,29.4,WeekendDeal,SportsMatch,52,50,-2
R001,2025-01-10,21,4,0,Rain,0.84,29.4,WeekendDeal,SportsMatch,42,45,3
R001,2025-01-10,22,4,0,Rain,0.84,29.4,WeekendDeal,SportsMatch,23,31,8
R001,2025-01-11,8,5,1,Clear,4.06,29.1,WeekendDeal,Festival,9,6,-3
R001,2025-01-11,9,5,1,Clear,4.06,29.1,WeekendDeal,Festival,22,15,-7
R001,2025-01-11,10,5,1,Clear,4.06,29.1,WeekendDeal,Festival,43,46,3
R001,2025-01-11,11,5,1,Clear,4.06,29.1,WeekendDeal,Festival,69,55,-14
R001,2025-01-11,12,5,1,Clear,4.06,29.1,WeekendDeal,Festival,93,88,-5
R001,2025-01-11,13,5,1,Clear,4.06,29.1,WeekendDeal,Festival,103,93,-10
R001,2025-01-11,14,5,1,Clear,4.06,29.1,WeekendDeal,Festival,93,121,28
R001,2025-01-11,15,5,1,Clear,4.06,29.1,WeekendDeal,Festival,70,72,2
R001,2025-01-11,16,5,1,Clear,4.06,29.1,WeekendDeal,Festival,46,44,-2
R001,2025-01-11,17,5,1,Clear,4.06,29.1,WeekendDeal,Festival,34,37,3
R001,2025-01-11,18,5,1,Clear,4.06,29.1,WeekendDeal,Festival,45,50,5
R001,2025-01-11,19,5,1,Clear,4.06,29.1,WeekendDeal,Festival,70,69,-1
R001,2025-01-11,20,5,1,Clear,4.06,29.1,WeekendDeal,Festival,83,63,-20
R001,2025-01-11,21,5,1,Clear,4.06,29.1,WeekendDeal,Festival,67,75,8
R001,2025-01-11,22,5,1,Clear,4.06,29.1,WeekendDeal,Festival,36,31,-5
R001,2025-01-12,8,6,1,Storm,4.73,37.0,WeekendDeal,Festival,6,7,1
R001,2025-01-12,9,6,1,Storm,4.73,37.0,WeekendDeal,Festival,14,16,2
R001,2025-01-12,10,6,1,Storm,4.73,37.0,WeekendDeal,Festival,28,33,5
R001,2025-01-12,11,6,1,Storm,4.73,37.0,WeekendDeal,Festival,45,33,-12
R001,2025-01-12,12,6,1,Storm,4.73,37.0,WeekendDeal,Festival,61,57,-4
R001,2025-01-12,13,6,1,Storm,4.73,37.0,WeekendDeal,Festival,67,60,-7
R001,2025-01-12,14,6,1,Storm,4.73,37.0,WeekendDeal,Festival,61,65,4
R001,2025-01-12,15,6,1,Storm,4.73,37.0,WeekendDeal,Festival,45,57,12
R001,2025-01-12,16,6,1,Storm,4.73,37.0,WeekendDeal,Festival,30,30,0
R001,2025-01-12,17,6,1,Storm,4.73,37.0,WeekendDeal,Festival,22,23,1
R001,2025-01-12,18,6,1,Storm,4.73,37.0,WeekendDeal,Festival,29,26,-3
R001,2025-01-12,19,6,1,Storm,4.73,37.0,WeekendDeal,Festival,45,34,-11
R001,2025-01-12,20,6,1,Storm,4.73,37.0,WeekendDeal,Festival,54,73,19
R001,2025-01-12,21,6,1,Storm,4.73,37.0,WeekendDeal,Festival,44,46,2
R001,2025-01-12,22,6,1,Storm,4.73,37.0,WeekendDeal,Festival,23,15,-8
R001,2025-01-13,8,0,0,Clear,0.68,32.5,FestivalOffer,None,7,5,-2
R001,2025-01-13,9,0,0,Clear,0.68,32.5,FestivalOffer,None,17,15,-2
R001,2025-01-13,10,0,0,Clear,0.68,32.5,FestivalOffer,None,33,41,8
R001,2025-01-13,11,0,0,Clear,0.68,32.5,FestivalOffer,None,54,61,7
R001,2025-01-13,12,0,0,Clear,0.68,32.5,FestivalOffer,None,72,55,-17
R001,2025-01-13,13,0,0,Clear,0.68,32.5,FestivalOffer,None,80,58,-22
R001,2025-01-13,14,0,0,Clear,0.68,32.5,FestivalOffer,None,72,77,5
R001,2025-01-13,15,0,0,Clear,0.68,32.5,FestivalOffer,None,54,54,0
R001,2025-01-13,16,0,0,Clear,0.68,32.5,FestivalOffer,None,35,33,-2
R001,2025-01-13,17,0,0,Clear,0.68,32.5,FestivalOffer,None,27,32,5
R001,2025-01-13,18,0,0,Clear,0.68,32.5,FestivalOffer,None,35,34,-1
R001,2025-01-13,19,0,0,Clear,0.68,32.5,FestivalOffer,None,54,56,2
R001,2025-01-13,20,0,0,Clear,0.68,32.5,FestivalOffer,None,64,50,-14
R001,2025-01-13,21,0,0,Clear,0.68,32.5,FestivalOffer,None,52,47,-5
R001,2025-01-13,22,0,0,Clear,0.68,32.5,FestivalOffer,None,28,32,4
R001,2025-01-14,8,1,0,Rain,33.32,20.2,FestivalOffer,None,5,5,0
R001,2025-01-14,9,1,0,Rain,33.32,20.2,FestivalOffer,None,13,15,2
R001,2025-01-14,10,1,0,Rain,33.32,20.2,FestivalOffer,None,26,30,4
R001,2025-01-14,11,1,0,Rain,33.32,20.2,FestivalOffer,None,42,47,5
R001,2025-01-14,12,1,0,Rain,33.32,20.2,FestivalOffer,None,56,69,13
R001,2025-01-14,13,1,0,Rain,33.32,20.2,FestivalOffer,None,62,51,-11
R001,2025-01-14,14,1,0,Rain,33.32,20.2,FestivalOffer,None,56,73,17
R001,2025-01-14,15,1,0,Rain,33.32,20.2,FestivalOffer,None,42,48,6
R001,2025-01-14,16,1,0,Rain,33.32,20.2,FestivalOffer,None,28,27,-1
R001,2025-01-14,17,1,0,Rain,33.32,20.2,FestivalOffer,None,21,20,-1
R001,2025-01-14,18,1,0,Rain,33.32,20.2,FestivalOffer,None,27,28,1
R001,2025-01-14,19,1,0,Rain,33.32,20.2,FestivalOffer,None,42,37,-5
R001,2025-01-14,20,1,0,Rain,33.32,20.2,FestivalOffer,None,50,54,4
R001,2025-01-14,21,1,0,Rain,33.32,20.2,FestivalOffer,None,41,38,-3
R001,2025-01-14,22,1,0,Rain,33.32,20.2,FestivalOffer,None,22,26,4
R001,2025-01-15,8,2,0,Rain,4.58,34.5,None,Festival,5,4,-1
R001,2025-01-15,9,2,0,Rain,4.58,34.5,None,Festival,13,14,1
R001,2025-01-15,10,2,0,Rain,4.58,34.5,None,Festival,25,24,-1
R001,2025-01-15,11,2,0,Rain,4.58,34.5,None,Festival,41,41,0
R001,2025-01-15,12,2,0,Rain,4.58,34.5,None,Festival,55,56,1
R001,2025-01-15,13,2,0,Rain,4.58,34.5,None,Festival,61,63,2
R001,2025-01-15,14,2,0,Rain,4.58,34.5,None,Festival,55,48,-7
R001,2025-01-15,15,2,0,Rain,4.58,34.5,None,Festival,41,39,-2
R001,2025-01-15,16,2,0,Rain,4.58,34.5,None,Festival,27,29,2
R001,2025-01-15,17,2,0,Rain,4.58,34.5,None,Festival,20,21,1
R001,2025-01-15,18,2,0,Rain,4.58,34.5,None,Festival,27,28,1
R001,2025-01-15,19,2,0,Rain,4.58,34.5,None,Festival,41,39,-2
R001,2025-01-15,20,2,0,Rain,4.58,34.5,None,Festival,49,58,9
R001,2025-01-15,21,2,0,Rain,4.58,34.5,None,Festival,40,34,-6
R001,2025-01-15,22,2,0,Rain,4.58,34.5,None,Festival,21,18,-3
R001,2025-01-16,8,3,0,Clear,3.86,26.8,None,SportsMatch,6,7,1
R001,2025-01-16,9,3,0,Clear,3.86,26.8,None,SportsMatch,15,17,2
R001,2025-01-16,10,3,0,Clear,3.86,26.8,None,SportsMatch,31,31,0
R001,2025-01-16,11,3,0,Clear,3.86,26.8,None,SportsMatch,50,42,-8
R001,2025-01-16,12,3,0,Clear,3.86,26.8,None,SportsMatch,67,56,-11
R001,2025-01-16,13,3,0,Clear,3.86,26.8,None,SportsMatch,74,64,-10
R001,2025-01-16,14,3,0,Clear,3.86,26.8,None,SportsMatch,67,61,-6
R001,2025-01-16,15,3,0,Clear,3.86,26.8,None,SportsMatch,50,55,5
R001,2025-01-16,16,3,0,Clear,3.86,26.8,None,SportsMatch,33,36,3
R001,2025-01-16,17,3,0,Clear,3.86,26.8,None,SportsMatch,25,27,2
R001,2025-01-16,18,3,0,Clear,3.86,26.8,None,SportsMatch,32,36,4
R001,2025-01-16,19,3,0,Clear,3.86,26.8,None,SportsMatch,50,59,9
R001,2025-01-16,20,3,0,Clear,3.86,26.8,None,SportsMatch,60,80,20
R001,2025-01-16,21,3,0,Clear,3.86,26.8,None,SportsMatch,48,56,8
R001,2025-01-16,22,3,0,Clear,3.86,26.8,None,SportsMatch,26,23,-3
R001,2025-01-17,8,4,0,Clear,2.98,34.3,HappyHour,Festival,7,7,0
R001,2025-01-17,9,4,0,Clear,2.98,34.3,HappyHour,Festival,18,22,4
R001,2025-01-17,10,4,0,Clear,2.98,34.3,HappyHour,Festival,35,41,6
R001,2025-01-17,11,4,0,Clear,2.98,34.3,HappyHour,Festival,57,71,14
R001,2025-01-17,12,4,0,Clear,2.98,34.3,HappyHour,Festival,76,73,-3
R001,2025-01-17,13,4,0,Clear,2.98,34.3,HappyHour,Festival,84,92,8
R001,2025-01-17,14,4,0,Clear,2.98,34.3,HappyHour,Festival,76,66,-10
R001,2025-01-17,15,4,0,Clear,2.98,34.3,HappyHour,Festival,57,65,8
R001,2025-01-17,16,4,0,Clear,2.98,34.3,HappyHour,Festival,37,39,2
R001,2025-01-17,17,4,0,Clear,2.98,34.3,HappyHour,Festival,28,22,-6
R001,2025-01-17,18,4,0,Clear,2.98,34.3,HappyHour,Festival,37,27,-10
R001,2025-01-17,19,4,0,Clear,2.98,34.3,HappyHour,Festival,57,52,-5
R001,2025-01-17,20,4,0,Clear,2.98,34.3,HappyHour,Festival,68,66,-2
R001,2025-01-17,21,4,0,Clear,2.98,34.3,HappyHour,Festival,55,54,-1
R001,2025-01-17,22,4,0,Clear,2.98,34.3,HappyHour,Festival,29,27,-2
R001,2025-01-18,8,5,1,Clear,2.72,29.0,FestivalOffer,SportsMatch,9,9,0
R001,2025-01-18,9,5,1,Clear,2.72,29.0,FestivalOffer,SportsMatch,21,23,2
R001,2025-01-18,10,5,1,Clear,2.72,29.0,FestivalOffer,SportsMatch,43,39,-4
R001,2025-01-18,11,5,1,Clear,2.72,29.0,FestivalOffer,SportsMatch,69,84,15
R001,2025-01-18,12,5,1,Clear,2.72,29.0,FestivalOffer,SportsMatch,93,90,-3
R001,2025-01-18,13,5,1,Clear,2.72,29.0,FestivalOffer,SportsMatch,103,95,-8
R001,2025-01-18,14,5,1,Clear,2.72,29.0,FestivalOffer,SportsMatch,93,81,-12
R001,2025-01-18,15,5,1,Clear,2.72,29.0,FestivalOffer,SportsMatch,70,67,-3
R001,2025-01-18,16,5,1,Clear,2.72,29.0,FestivalOffer,SportsMatch,46,49,3
R001,2025-01-18,17,5,1,Clear,2.72,29.0,FestivalOffer,SportsMatch,34,23,-11
R001,2025-01-18,18,5,1,Clear,2.72,29.0,FestivalOffer,SportsMatch,45,56,11
R001,2025-01-18,19,5,1,Clear,2.72,29.0,FestivalOffer,SportsMatch,70,94,24
R001,2025-01-18,20,5,1,Clear,2.72,29.0,FestivalOffer,SportsMatch,83,71,-12
R001,2025-01-18,21,5,1,Clear,2.72,29.0,FestivalOffer,SportsMatch,67,72,5
R001,2025-01-18,22,5,1,Clear,2.72,29.0,FestivalOffer,SportsMatch,36,48,12
R001,2025-01-19,8,6,1,Storm,30.48,32.4,WeekendDeal,None,5,6,1
R001,2025-01-19,9,6,1,Storm,30.48,32.4,WeekendDeal,None,12,11,-1
R001,2025-01-19,10,6,1,Storm,30.48,32.4,WeekendDeal,None,24,21,-3
R001,2025-01-19,11,6,1,Storm,30.48,32.4,WeekendDeal,None,39,33,-6
R001,2025-01-19,12,6,1,Storm,30.48,32.4,WeekendDeal,None,53,51,-2
R001,2025-01-19,13,6,1,Storm,30.48,32.4,WeekendDeal,None,58,56,-2
R001,2025-01-19,14,6,1,Storm,30.48,32.4,WeekendDeal,None,53,51,-2
R001,2025-01-19,15,6,1,Storm,30.48,32.4,WeekendDeal,None,40,48,8
R001,2025-01-19,16,6,1,Storm,30.48,32.4,WeekendDeal,None,26,30,4
R001,2025-01-19,17,6,1,Storm,30.48,32.4,WeekendDeal,None,19,21,2
R001,2025-01-19,18,6,1,Storm,30.48,32.4,WeekendDeal,None,25,25,0
R001,2025-01-19,19,6,1,Storm,30.48,32.4,WeekendDeal,None,39,40,1
R001,2025-01-19,20,6,1,Storm,30.48,32.4,WeekendDeal,None,47,48,1
R001,2025-01-19,21,6,1,Storm,30.48,32.4,WeekendDeal,None,38,31,-7
R001,2025-01-19,22,6,1,Storm,30.48,32.4,WeekendDeal,None,20,19,-1
R001,2025-01-20,8,0,0,Rain,2.25,33.8,HappyHour,LocalEvent,5,5,0
R001,2025-01-20,9,0,0,Rain,2.25,33.8,HappyHour,LocalEvent,13,12,-1
R001,2025-01-20,10,0,0,Rain,2.25,33.8,HappyHour,LocalEvent,25,23,-2
R001,2025-01-20,11,0,0,Rain,2.25,33.8,HappyHour,LocalEvent,41,52,11
R001,2025-01-20,12,0,0,Rain,2.25,33.8,HappyHour,LocalEvent,55,52,-3
R001,2025-01-20,13,0,0,Rain,2.25,33.8,HappyHour,LocalEvent,61,69,8
R001,2025-01-20,14,0,0,Rain,2.25,33.8,HappyHour,LocalEvent,55,70,15
R001,2025-01-20,15,0,0,Rain,2.25,33.8,HappyHour,LocalEvent,42,36,-6
R001,2025-01-20,16,0,0,Rain,2.25,33.8,HappyHour,LocalEvent,27,26,-1
R001,2025-01-20,17,0,0,Rain,2.25,33.8,HappyHour,LocalEvent,20,18,-2
R001,2025-01-20,18,0,0,Rain,2.25,33.8,HappyHour,LocalEvent,27,24,-3
R001,2025-01-20,19,0,0,Rain,2.25,33.8,HappyHour,LocalEvent,41,45,4
R001,2025-01-20,20,0,0,Rain,2.25,33.8,HappyHour,LocalEvent,49,49,0
R001,2025-01-20,21,0,0,Rain,2.25,33.8,HappyHour,LocalEvent,40,27,-13
R001,2025-01-20,22,0,0,Rain,2.25,33.8,HappyHour,LocalEvent,21,23,2
